term,refined_sentence,sentiment
여의도,권영세 국민의힘 비상대책위원장이 21일 “지난 총선에서 약속한 대로 낡은 정치의 상징이 돼 버린 ‘여의도 국회시대’를 끝내고 ‘국회 세종’으로 이전하겠다고 밝혔다.”,neutral
여의도,강병구 롯데글로벌로지스 대표가 21일 오전 서울 여의도 콘래드호텔에서 기자간담회를 열고 내달 유가증권 상장과 관련된 사업전략과 비전을 발표했다.,neutral
여의도,광주는 여의도에 집무실 설치를 추진하고 있다.,neutral
여인숙,좁디좁은 골목 사이로 6채의 여인숙이 빽빽하게 몰려있었다.,neutral
여자친구,헤어지자는 여자친구를 살해하고 그의 어머니도 다치게 한 김레아(27)에게 무기징역이 선고됐다.,negative
여자친구,김레아는 여자친구를 살해하고 그의 모친에게 최소 전치 10주의 중상을 입게 한 혐의로 기소됐다.,negative
여자친구,농구선수 허웅의 전 여자친구 전모 씨에 대해 유튜버 카라큘라가 제보 내용을 왜곡했다는 주장이 나왔다.,neutral
여자친구,"최근 호주에서 여자친구 렌탈 서비스에 대한 수요가 급증한 가운데, 일본에서 시작된 이 서비스를 체험한 호주 유튜버의 영상이 소개돼 눈길을 끌고 있다.",neutral
여자친구,전 여자친구를 성폭행하고 범행을 전면 부인하던 피의자의 범행을 폐쇄회로(CC)TV 영상 분석으로 밝혀낸 춘천지검 강릉지청 수사팀이 대검찰청 2분기 과학수사 우수 사례로 선정됐다.,negative
여중생,이철우 후보는 미군 여중생 압사와 관련된 시위가 모두 반미 때문이라고 주장했다.,negative
여중생,광주에서 사라졌던 13살 여중생이 실종신고 사흘 만에 경기도 이천시의 한 빌라에서 발견된 가운데 해당 빌라를 제공한 남성이 경찰의 조사를 받은 것으로 확인됐다.,neutral
여중생,경찰이 이틀 전 광주에서 실종된 13살 여중생을 찾기 위해 신상을 공개했다.,neutral
여중생,밀양에서 발생한 2004년 여중생 집단 성폭행 사건 관련 가해자 등의 신상 공개자들이 명예훼손 혐의로 검찰에 송치됐다.,negative
여중생,A씨는 지난 15일 오후 12시 20분쯤 광주 남구 집을 나와 실종신고됐던 여중생 B(13)양에게 머무를 곳을 제공한 혐의를 받는다.,neutral
여중생,같은 달 11일 충북 옥천군에서는 공유 업체를 통해 빌린 전동 킥보드를 타던 두 명의 여중생이 자동차와 부딪히는 사고가 발생했다.,neutral
여직원,미국 폭스뉴스 계열 지역방송 폭스4 달라스는 체포 영장 진술서를 인용해 살인사건 피의자 트래비스 메릴이 동료 여직원을 살해한 주요 이유가 ‘긴 휴식시간’이라고 주장했다고 보도했다.,negative
여직원,제보자 A씨는 지난달 16일 식당에서 한 남성이 여직원을 성추행했다고 밝혔다.,neutral
여학생,남원시에 따르면 최근 의과대학 재학생 중 여학생 비율이 증가하고 있다.,neutral
여학생,22일 AP통신과 가디언에 따르면 자신을 인민대학교 인문대 여학생이라고 밝힌 한 여학생이 웨이보에 올린 영상에서 자신의 신분증을 보여주며 미투 폭로를 했다.,neutral
여학생,한국여성과학기술인육성재단(WISET)이 주관하는 이 사업은 우수 여대학원생이 연구책임자를 맡아 연구역량과 리더십을 키우고 여학생의 전공 분야 진출을 활성화하는 것을 목표로 한다.,positive
여학생,"강원도교육청이 남학생 또는 여학생만 입학하는 단성 중학교의 남녀공학 전환 가능성을 모색하고 있지만, 대다수의 학교에서 반대 입장을 보이고 있다.",neutral
여학생,고등학교 3학년 남학생이 교제하던 여학생 집에 흉기를 들고 찾아갔다가 경찰에 붙잡혔다.,negative
여학생,광주에서 실종된 여학생을 자신의 경기 이천시 숙소에서 머물게 한 40대 남성이 경찰 조사를 받고 있다.,negative
여학생,광주지방검찰청 순천지청 전담수사팀은 한밤 중 순천시내 대로변을 걷던 여학생(18)을 살해한 혐의로 구속된 피고인 박대성을 살인 및 살인 예비죄로 구속 기소했다고 23일 밝혔다.,negative
여행용 가방,살해한 동거녀 시신을 여행용 가방에 넣고 그 위에 시멘트를 부어 주거지 옥상에 16년 동안 암매장한 혐의로 재판에 넘겨진 50대가 1심에서 중형을 선고 받았다.,negative
여행용 가방,출산한 아이가 며칠 만에 숨지자 시신을 여행용 가방에 넣어 4년간 방치한 혐의로 재판에 넘겨진 30대 친모에게 항소심에서도 중형이 구형됐다.,neutral
여행용 가방,22일 오후 대구시 대구국제공항에서 세관 직원과 마약 탐지견이 여행용 가방과 짐을 수색하고 있다.,neutral
여행용 가방,600억원을 달러로 바꿔 여행용 가방에 담은 뒤 해외로 가져가 환차익을 챙긴 30대 남성에게 징역 1년 6개월이 선고됐다.,neutral
역무원,신고를 받고 현장에 도착한 역무원에게 자살하겠다며 칼을 가져오라고 하는 등 소란을 벌이던 A 씨는 출동한 경찰의 신분증 제시 요구에도 불응했다.,neutral
역무원,일부 지하철 승강장에는 역무원이나 사회복무요원이 퇴근 시간 등 이용자가 많은 시간에 상시 대기하면서 불편을 호소하고 있다.,neutral
역주행,시즌1 역주행 이후 25일 시즌2 전편이 넷플릭스에서 공개된다.,neutral
역주행,경찰이 16명의 사상자를 낸 서울 시청역 인근 역주행 사고 피의자에 대해 조사를 마무리할 방침이다.,negative
역주행,지난 1일 서울 시청역 인근 역주행 사고를 낸 차량 운전자 차모씨(68)가 3차 피의자 조사에서도 급발진을 주장한 것으로 알려졌다.,neutral
역주행,"지난 6월 23명이 사망한 ‘화성 아리셀 공장 화재 참사’, 7월 9명이 사망한 ‘시청역 역주행 참사’, 8월 7명이 사망한 ‘부천 호텔 화재 참사’까지..",negative
역주행,16명의 사상자를 낸 시청역 역주행 사고 피의자가 3차 경찰 조사에서도 ‘급발진’으로 인한 사고였다는 기존 주장을 굽히지 않았다.,negative
역주행,‘구의 증명’ 역주행 신드롬의 주인공 소설가 최진영이 24절기가 바뀔 때마다 보낸 편지들이 하나의 산문집으로 돌아왔다.,negative
역주행,대출금리가 기준 금리 인하에도 불구하고 계속 올라가는 '역주행'이 이어지고 있다.,negative
역학조사,모의훈련에서는 결핵 홍역 집단발생 시나리오를 기반으로 역학조사 역량 강화 훈련이 진행될 예정이다.,neutral
역학조사,경북 구미 한 고등학교에서 학생 수십명이 식중독 의심 증세를 보여 보건당국이 역학조사에 나섰다.,neutral
역학조사,질병관리청은 몽골 현지에서 신종 감염병 대응 모의훈련 및 역학조사 교육 프로그램을 실시한다고 21일 밝혔다.,neutral
역학조사,경북 구미시 한 고등학교에서 50명에 달하는 학생이 식중독 의심 증상을 보여 보건당국이 역학조사에 나섰다.,neutral
역학조사,농식품부는 가축전염병 역학조사를 위해 축산 관계 시설에서 출입하는 사람과 차량 정보를 관리하게 하였다.,neutral
연구관,이종원 충북농업기술원 대추연구소장 연구관,neutral
연구관,원주시가 민선 8기 들어 지역 농축산업 발전을 위해 스마트 연구관 신축에 주력하고 있다.,neutral
연구관,영국 검찰은 22일(현지시간) 국가에 해로운 정보를 중국에 제공한 혐의로 전직 의회 연구관 크리스토퍼 캐시(29)와 크리스토퍼 베리(32) 등 2명을 기소하기로 했다고 밝혔다.,neutral
연구관,영국 검찰은 전직 의회 연구관을 간첩 혐의로 기소했다.,neutral
연구관,캐시는 보수당의 얼리샤 컨스 하원 외교특별위원회 위원장의 연구관으로 일하면서 간첩 행위를 저질렀다.,neutral
연구소,유한건강생활 연구소 독자 배합 제품 개발과 관련된 다양한 건강 제품들이 출시되고 있다.,neutral
연구소,인공지능(AI) 신약 개발 전문기업 아이겐드럭이 영국 케임브리지대학교 '밀너 테라퓨틱스 연구소'와 제휴를 맺고 글로벌 시장 진출에 나선다고 23일 밝혔다.,neutral
연구소,"현대차, 기아, 연구소 등 보안조직 통합으로 해외사업장 보안 강화를 추진하고 있다.",neutral
연구소,충남대학교가 친환경 수소 전기 농기계 연구소를 중심으로 한 친환경 농기계 디지털 기술 연구 개발(R&D) 센터를 구축한다.,neutral
연구소,국방부가 주최하고 국방기술진흥연구소가 주관하는 ‘정보통신기술(ICT) 신기술 국방활용 제안 발표회’가 오는 22일 대전컨벤션센터에서 열린다.,neutral
연구소,"경산이 관광자원과 천혜의 자원이 부족함에도 지역 산업을 견인한 산업단지와 기업들, 대학들과 부설 연구소 등 젊은 피의 수혈에 힘입어 경북 3대 도시로 성장할 수 있었다.",positive
연구원,조은애 LS증권 연구원이 2024년과 2025년의 실적 전망에 대해 언급하였다.,neutral
연구원,부산시 보건환경연구원은 오늘(23일) 오후 3시 연구원 세미나실에서 식약품분야 연구성과 발표 및 정책제안 토론회를 개최했다.,neutral
연구원,유정복 인천시장이 미국 워싱턴DC 해리티지 재단을 방문해 연구원들과 국제정세 및 양국 협력방안을 논의했다.,neutral
연구원,이헌민 랩엔트 대표는 LG에서 28년간 연구원으로 재직하며 마이크로 LED 상용화에 기여한 경험을 바탕으로 다양한 분야에 활용할 계획을 밝히고 있다.,neutral
연구진,한국 연구진이 고분자 구조를 효율적으로 조절해 기체 혼합물에서 이산화탄소를 선택적으로 분리하는 고효율 멤브레인(분리막) 제조 기술을 개발했다.,neutral
연구진,KAIST 연구진이 무작위 신호 사전 학습으로 인공지능의 가중치 수송 문제를 해결하여 학습 효율성을 획기적으로 향상시켰다.,positive
연구진,건국대 연세대 연구진이 토양 서식 생물체 대상 면역독성 규명을 위해 생체 외 시험 및 토양 생물검정시험을 수행하였다.,neutral
연구진,미시시피대학 연구진은 간헐적 단식의 체중 감소 효과를 분석한 논문을 통해 관련 연구들을 종합 검토하였다.,neutral
연구진,"한국 연구진의 연구결과에 따르면, 클로스트리듐 디피실균 감염증(CDI)의 예방을 위해 증상에 따른 격리보다 소독 등 관리를 강화하는 것이 효과적이다.",neutral
연구진,"최근 호주 ABC 방송, 미국 라이브사이언스 등에 따르면 연구진은 쇄빙선인 RSV 누이나 호를 타고 남극해 탐사를 위해 '덴먼 빙하'로 향하던 중이다.",neutral
연구진,협약식은 지난 18일 원광대 한의과대학에서 열렸으며 연구진이 참석한 가운데 치매환자 치료 및 관리와 예방을 위해 전략적 제휴를 맺었다.,neutral
연구팀,단국대학교 이상헌 교수 연구팀이 대사 물질과 유전체 간 연관 분석의 신뢰도를 높이는 통계 분석 기법을 개발하였다.,neutral
연구팀,순천향대학교 김동재 교수 연구팀이 배터리 전극 대량 생산에서 발생하는 '가장자리 돌출 결함'을 극복하기 위한 실마리를 찾았다고 밝혔다.,positive
연구팀,한밭대학교 김정현 교수 연구팀이 전기화학 특성과 전기전도도 분석에 관한 논문을 'Ceramics International'에 게재하였다.,neutral
연구팀,경상국립대와 국립목포대 연구팀이 공동연구를 통해 물 분해를 통한 청정 수소 에너지 생산의 효율을 대폭 향상시킬 수 있었다.,positive
연구팀,분당서울대병원 신경과 박영호 교수 연구팀이 알츠하이머병의 진행과 밀접한 유전자 발현 특성을 규명하여 바이오마커 개발 가능성을 열었다.,neutral
연구팀,중앙대학교 화학공학과 이철진 교수와 연구팀이 환경적으로 지속 가능하고 경제적으로 실현 가능성 높은 이산화탄소 활용 기술 개발에 성공했다.,positive
연구회,경북도의회 의원연구모임인 근현대 문화유산 연구회는 도내 근현대 문화유산의 관광자원 활용 방안을 연구하기 위해 중간보고회를 개최했다.,neutral
연구회,"대구 달성군의회 의원 연구단체인 ‘달성군 청년 친화도시 달성해 연구회’는 지역 맞춤형 청년 정책 연구를 위해 울산 동구 청년센터를 방문하고, 청년들의 거점 공간 필요성에 대해 논의했다.",neutral
연구회,경기 동두천시의회 ‘문화유산 관광 연구회’는 지난 11일 주한 노르웨이 대사관을 찾아 간담회를 가졌다.,neutral
연구회,"조달청은 23일 서울지방조달청 PPS홀에서 ‘공공조달법 연구회’를 발족하고, 한국조달연구원과 공동으로 제1차 세미나를 개최했다고 밝혔다.",neutral
연구회,"축제 핵심 농산물 연구회(토마토 연구회, 수박 연구회) 주요 임원진 20여 명이 참여해 축제 추진 논의에 첫 삽을 떴다.",neutral
연구회,올해 10월 발족한 대구 달성군의회 의원 연구단체인 '거버넌스와 정책성장 의정 연구회'가 정책지원 전문인력 활용과 지방의회 의정활동 강화방안 연구 용역 착수보고회를 개최했다.,neutral
연말연시,청도새마을금고는 연말연시에 소외계층을 돕기 위해 성금을 기탁해왔다.,neutral
연말연시,"청도새마을금고는 매년 연말연시에 소외계층에게 따뜻한 손길을 전하기 위한 ‘MG 희망나눔 사랑의 좀 도리 운동’을 통해 모은 성금을 청도군에 수십 년째 맡겨 오고 있으며, 이번에도 희망 2025 나눔캠페인 이웃돕기 성금 기탁을 결정했다.",neutral
연말연시,전남도는 연말연시를 맞아 도 소속 직원들이 어려운 이웃을 돕기 위해 ‘희망2025 나눔캠페인’ 모금 운동에 적극 동참해 성금 5500만 원을 전달했다.,neutral
연말연시,홍정숙 회장은 연말연시에는 후원이 줄어들기 때문에 저소득가정을 위해 반찬을 만들어 지원하고 있다고 말했다.,neutral
연세대,고상두 연세대 명예교수,neutral
연세대,양재진 연세대 행정학과 교수는 대한민국이 1987년 민주화 이후 최대의 헌정 위기를 맞았다고 지적했다.,neutral
연세대,22일 연세대 세브란스병원에서 김승오씨(월남전 참전 유공자) 별세 소식을 알렸다.,neutral
연세대,연세대 성균관대가 함께 참여한 연구진이 이산화탄소를 이용한 친환경 고분자 소재 플라스틱 PPC의 제조를 위한 세계 최초 고활성 촉매 개발에 성공했다.,neutral
연세대,22일 영동교육지원청에 따르면 영동고는 연세대에 4명의 합격자를 배출했다.,neutral
연세대,손열 동아시아연구원(EAI) 원장(연세대 교수)은 '미 차기 행정부에 따른 한국의 외교 안보 시나리오'를 주제로 열린 2024 중앙포럼 1세션에서 미국의 대외 기조 변화에 대한 한국 등 동맹국의 불안은 도널드 트럼프 전 대통령 때부터 지속되고 있다고 지적했다.,neutral
연수원,경주시가 ‘2025 아시아태평양경제협력체(APEC) 정상회의’ 개최를 위해 연수원을 동원하는 방안을 검토하고 있다.,neutral
연수원,연수원 측은 해당 교사가 교육감과 전교조 간 물리적 충돌이 발생한 학교 현장에 있었기에 강사로 나서는 것이 부적합하다는 입장이다.,neutral
연수원,중소벤처기업연수원(이하 연수원)은 22일 설 명절을 맞아 ㈔이웃사랑 안산 다문화지역아동센터를 방문해 후원품을 전달했다.,neutral
연수원,도교육청은 연수원을 포함한 산하 교육기관과 도내 학교 등 1354곳을 개별적으로 정하거나 종일 개방하기로 했다.,neutral
연수원,로엘법무법인 소속 변호사들이 새마을금고 연수원에 출강해 프로젝트파이낸싱(PF) 대출 관련 강의를 실시한다.,neutral
연수원,광주지방변호사회는 제78차 정기총회에서 연수원 30기인 김수정 변호사를 제6회 홍남순 변호사 인권상 수상자로 선정하여 시상했다.,neutral
연수원,강원특별자치도교육청은 23일 양양에 있는 한국교과서협회 연수원에서 지역교권보호위원의 심의 역량 강화를 위한 연수를 시행했다.,neutral
연예대상,‘KBS 최연소 연예대상’ 주인공 이찬원이 ‘연예대상’을 수상한다.,neutral
연예인,전날부터 원정 밤새 진료대기하는 모습이 연예인 부부 성공담 등 유명세를 타고 있다.,positive
연예인,인천공항공사가 연예인에게 항공사 승무원 등이 이용하는 출입문을 개방하기로 하면서 연예인 특혜 논란이 제기되고 있다.,neutral
연예인,일본 민영 방송사 후지TV의 연예인 성상납 의혹에 연루된 국민 아이돌 ‘스마프’(SMAP) 출신 나카이 마사히로(52)가 결국 연예계 은퇴를 선언했다.,neutral
연예인,최근 온라인을 통해 퍼진 인천공항공사의 공문에는 연예인 등 유명인이 출국장 전용출입문을 이용할 수 있도록 신규 절차를 마련해 2024년 10월 28일부로 시행할 계획임이 포함되어 있다.,neutral
연예인,㈜제이비케이랩은 건강한 이미지를 가진 연예인과 셀럽들을 홍보대사로 발탁하는 ‘2024 셀메드 건강 비타민 캠페인’을 진행한다고 밝혔다.,positive
연예인,나 교수는 20일 SNS에 연예인 중 가장 용기 있는 인물로 홍석천 씨를 꼽으며 그의 커밍아웃 이후 다른 유명 연예인들이 그의 길을 따르지 못했다고 말했다.,neutral
열대야,장마로 전국이 꿉꿉한 열대야로 몸살을 앓는 가운데 비가 온 뒤 높아진 습도에 폭염이 겹치면 같은 기온이라도 체감온도를 높여 온열질환에 영향을 미칠 수 있다.,neutral
열대야,9월까지 찌는 열대야에 작황이 최악을 기록하며 가을배추 생산이 4.9% 줄어들 것으로 예상돼 정부와 대형마트가 비상에 돌입했다.,negative
열대야,"여름철을 맞아 열대야로 인해 창문을 열고 잠을 청하는 사람들이 늘고 있는 가운데, 전북지역에서 불법 개조돼 '굉음'을 내뿜으며 새벽시간대까지 배달을 하고 있는 오토바이들로 도민들이 더위와 소음으로 인한 '이중고'를 겪고 있다.",neutral
열대야,전북지역 최근 10년 평균 폭염발생일수와 함께 열대야 일수도 늘어나 더위가 더욱 맹렬해진 것으로 나타났다.,negative
열대야,열대야가 시작되면 체온이 높아져 수면의 질이 떨어지고 건강에 이차적인 영향을 미칠 수 있으므로 적절한 체온 관리가 필요하다.,neutral
열대야,"기상청 자료에 의하면 우리 보령 지역의 올 여름 열대야는 무려 36일로, 지난 30년간 평균보다 26일이나 더 길었다.",neutral
열대야,올해 폭염과 열대야 일수가 평년보다 증가하는 등 기후변화 위기가 현실화된 지금 재난에 대응하기 위해선 정부와 지방자치단체는 물론 개인의 노력이 조화를 이뤄야한다는 조언이 나왔다.,negative
열사병,노조는 “택배노동자에게 있어 과도한 업무로 사망하는 과로사뿐 아니라 혹서기와 혹한기로 인한 인명 피해도 적지 않다”며 “매년 혹서기 각 터미널마다 탈수나 열사병으로 쓰러지는 택배기사와 분류작업자들이 속출하고 있다”고 주장했다.,negative
열사병,2022년 1월부터 시행된 중대재해처벌법에 따르면 작업 도중 발생한 열사병 환자가 1년 이내에 3명 이상이면 중대산업재해에 해당한다.,neutral
열사병,폭염에서 비롯되는 온열질환에는 열사병이 있으며 이러한 증세는 심하면 사망으로 이어질 수도 있다.,negative
열사병,충북 청주시 70대 할머니가 폐지를 손수레에 싣다가 열사병으로 숨졌다는 소식이 들려왔다.,negative
영남대병원,22일 영남대병원에 따르면 지난 13일 삼성서울병원 암병원에서 열린 학술대회에서 장 교수는 연구 업적이 가장 우수한 의사 및 연구자를 선정하여 수여하는 '김' 상을 수상했다.,neutral
영남대병원,"영남대병원은 최근 ‘제2회 전문약사 자격시험’에서 약제부의 정진희(내분비), 권기정(심혈관), 최윤희(감염) 약사가 합격해 국가 공인 전문약사를 배출했다.",neutral
영남대병원,52년간 학과가 배출한 졸업생 9천500여명은 영남대병원을 비롯한 전국 병원에서 근무하고 있다.,neutral
영남대병원,영남대병원(병원장 신경철)이 국가 공인 전문약사를 추가 배출하며 환자 중심의 약제 서비스 강화에 박차를 가하고 있다.,positive
영남대병원,영남대병원에 따르면 배 교수는 'Current status of laparoscopic emergency sur..'라고 밝혔다.,neutral
영남대병원,경북대병원과 영남대병원 권역센터 2곳과 계명대 동산병원(성서) 대구가톨릭대병원 대구파티마병원 칠곡경북대병원 등 여러 병원이 관련되어 있다.,neutral
영산강,윤병태 전남 나주시장이 22일 영산강 정원 조성 현장서 영산강 관련 시정 현안에 대해 설명하고 있다.,neutral
영산강,"전라남도 나주시(시장 윤병태)는 9월 21일까지 빛가람시립도서관 다목적실에서 '2024년 길 위의 인문학 - 타오르는 강, 영산강 인문콘텐츠를 주목하다' 프로그램을 총 10회에 걸쳐 진행한다고 밝혔다.",neutral
영산강,나주시는 민선 8기 출범 후 영산강 정원을 조성하기로 하여 항구적인 재해 예방과 친수사업을 추진한다.,neutral
영산강,새로운 영산강 시대를 만들기 위해 달려가겠습니다.,positive
영상물,국민권익위원회 산하 청렴연수원이 제작한 다양한 형식의 청렴 관련 영상물들이 유튜브 채널 '권익비전'에 공개됐다.,neutral
영상물,23일 경북도는 AI와 메타버스 기술을 활용하거나 이를 소재로 만든 영화 및 영상물을 대상으로 공모전을 실시한 결과 접수 마감일인 지난날 작품들이 대거 쏟아져 기대를 한껏 올리고 있어서다.,positive
영상물,박현수 서울경찰청장 직무대리는 딥페이크 영상물 관련 사건이 6건 14명으로 서울청 사이버수사대에서 수사되고 있다고 밝혔다.,neutral
영상물,경찰은 이재명 대선 더불어민주당 경선 후보와 관련한 딥페이크 영상물에 대한 수사에 착수했다고 21일 밝혔다.,neutral
영상물,경남경찰청은 딥페이크 영상물 등 허위 영상물 범죄와 아동 성 착취물 제작 유포에 대한 집중 단속을 벌여 총 60명을 검거하고 이 중 4명을 구속했다고 21일 밝혔다.,neutral
영상물,박현수 서울청장 직무대리는 21일 서울청에서 정례 기자간담회를 열고 딥페이크 영상물 제작 및 게시 관련 수사 중임을 밝혔다.,neutral
영어수업,이번 겨울방학에 부산시교육청은 초등학교 6학년 1200명을 대상으로 수준별 영어 수업과 원어민 영어수업 등 다양한 영어수업 프로그램을 실시했다.,neutral
영업시간,코로나 팬데믹 기간 은행 영업시간 단축으로 일과시간에 은행 방문이 어려워진 직장인 등 상당수 고객이 비대면 거래로 전환한 점도 한몫한다.,neutral
영업시간,"그러나 대출금의 이자와 원금을 상환하고 가게 운영비와 생계비를 벌기 위해, 영업시간이 끝난 뒤 대리기사로 일한다.",neutral
영업시간,약국의 영업시간이 끝난 상태라 사고로 다친 사람은 없었으나 약국 내부가 일부 파손됐다.,neutral
영업점,SC제일은행은 오는 30일까지 영업점에서 일복리저축예금(MMDA)에 3000만원 이상 가입하는 첫 거래 고객에게 최대 2개월간 매일의 잔액에 대해 연 3.5%(최고금리 기준)의 특별금리 혜택을 주는 이벤트를 진행한다고 23일 밝혔다.,neutral
영업점,국산차 영업점 관계자는 신차 구매를 포기하는 고객이 늘고 문의가 줄어드는 현상이 나타나고 있다고 말했다.,neutral
영업점,수협은행이 본부와 영업점 구분없이 임직원들의 디지털 전환에 동참하고 핵심예금 증대와 연체관리 역량 강화를 위해 2024년 제2차 경영전략회의를 개최했다.,neutral
영업점,"접수 기간은 오는 28일 10시부터 다음 달 15일 오후 6시까지이며, HUG 영업점(7개소)을 통해 온라인 방문 우편 접수가 가능하다.",neutral
영업점,하나은행 충청영업그룹과 대전 영업점 41곳의 임직원들이 1월 20일 전통시장 장보기행사를 진행하고 있다.,neutral
영유아,서초구는 올해 영유아 대상 ‘서리풀 악동 문화공연’을 12회 중 3회를 가정의 달에 맞춰 개최한다.,neutral
영유아,한국소비자원(원장 윤수현)이 발표한 ‘소비자 위해정보 동향 및 통계 분석집’에 따르면 영유아(침대 13.8%)의 위해 다발 품목에서 차이가 있다.,neutral
영유아,SK바이오사이언스는 사노피와 영유아 대상 호흡기세포융합바이러스(RSV) 예방 항체주사 ‘베이포투스’ 및 A형 간염 백신 ‘아박심’의 국내 공동 판매 및 유통 계약을 체결했다고 23일 밝혔다.,neutral
영유아,"지난해 조사 결과 미등록 영유아 2000명 중 249명이 사망했으며, 우리나라 영아 사망률이 1000명 당 2.3명인데, 이는 50배가 넘는 수준입니다.",negative
영유아,이번 임시회 주요일정은 계룡시 영유아 발달 지원에 관한 조례안 등 영유아 관련 안건이 포함되어 있다.,neutral
영유아,용인시의회 기주옥 의원과 영유아 정책 담당자들이 용인 상상의숲 북그라운드에서 영유아 자녀를 둔 엄마들과 간담회를 가졌다.,neutral
영장실질심사,SM엔터테인먼트 인수 과정에서 불거진 시세 조종 의혹의 ‘정점’으로 꼽히는 카카오 창업자 김범수 경영쇄신위원장이 22일 3시간 30분 동안 구속 전 피의자 심문(영장실질심사)을 받았다.,neutral
영장실질심사,서울중앙지법에서 열린 구속 전 피의자 심문(영장실질심사)에 출석한 이규식 대표가 혐의를 받고 있다.,neutral
영장실질심사,서울서부지법 폭력 집단난동 사태 당시 판사실에 침입한 40대 남성 이모씨가 23일 오후 영장실질심사를 받기 위해 출석하고 있다.,neutral
영장실질심사,경비함정 도입 과정서 고의로 성능을 낮춰 발주하고 뇌물을 챙긴 혐의로 김홍희 전 해양경찰청장이 22일 영장실질심사를 받기 위해 법원에 출석했다.,neutral
영장실질심사,SM엔터테인먼트 시세조종 의혹을 받는 김범수 경영쇄신위원장이 22일 오후 서울 양천구 서울남부지방법원에서 열리는 구속 전 피의자 심문(영장실질심사)에 출석하고 있다.,neutral
영흥도,인천 옹진군이 영흥도 해안을 감상할 전망대를 세웠다.,neutral
예고글,경찰은 온라인상에 흉악범죄 예고글을 올린 작성자를 검거해 경위 파악에 나섰다.,neutral
예고글,속보=축제 현장 흉기 난동 예고글을 게시한 20대 남성을 재빨리 검거하는 데 기여한 강원대 총학생회장단에게 강원경찰청장 감사장이 수여됐다.,neutral
예방접종,고령 취약층 대상포진 예방접종이 추진되고 있다.,neutral
예방접종,경남 거창군은 65세 이상 취약계층을 대상으로 시행하던 대상포진 예방접종을 70세 이상 일반 어르신까지 확대 시행한다고 22일 밝혔다.,positive
예방접종,"군은 해외감염병 예방을 위해서는 출국 2주 전까지 예방접종 받기, 예방약, 예방물품 챙기기 등을 권장한다.",positive
예방접종,보령시보건소는 해외여행을 계획 중인 시민들에게 홍역 유행 국가를 확인하고 출국 전 예방접종을 완료할 것을 당부했다.,positive
예방접종,"23일 제주특별자치도에 따르면 병원 동행 서비스는 예방접종 등 병원 진료 시 동행이 필요한 도민을 대상으로 보호자 대신 진료 예약 접수, 약 처방 수령, 보호자에게 결과 안내 등을 지원하는 사업이다.",neutral
예방접종,경기 남양주시(시장 주광덕)는 고위험군의 건강 보호와 중증 합병증 위험을 낮추기 위해 2024~2025절기 코로나19 무료 예방접종을 실시한다고 밝혔다.,positive
예비소집,"올해 울산지역 초등학교 신입생 예비소집에 8,022명 가운데 7,588명이 참여했으며, 6명의 소재가 파악되지 않아 경찰이 소재파악에 나설 예정이다.",neutral
예비소집,올해 초등학교 신입생 예비소집에는 취학 대상 아동 8022명 가운데 7588명(94.45%)이 참여했다.,neutral
예비소집,울산 교육당국이 2025학년도 초등학교 신입생 예비소집에 참여하지 않은 아동 중 6명의 소재가 파악되지 않아 경찰에 수사를 의뢰했다.,neutral
예비소집,"도교육청은 지난 2일부터 6일까지 2025학년도 예비소집 절차를 통해 취학 대상 아동 9,088명 중 9,084명의 소재를 확인했다.",neutral
예비소집,강원특별자치도교육청이 2025학년도 초등학교 예비소집에 불참한 뒤 소재가 파악되지 않은 어린이 3명에 대해 경찰 수사를 의뢰했다.,neutral
예비소집,이병선 속초시장은 24일 오후 3시 시청 대회의실에서 열리는 하계 부업대학생 행정체험 예비소집 행사에 참석한다.,neutral
예비후보,이재명 더불어민주당 대선 예비후보가 제55회 지구의 날을 맞아 기후환경 공약을 발표했다.,neutral
예비후보,이재명 더불어민주당 대선 예비후보가 21일 오전 서울 여의도 금융투자협회에서 열린 자본시장 활성화를 위한 정책간담회에 참석했다.,neutral
예비후보,국민의힘 대선 경선에 나선 홍준표 예비후보가 2022년 지방선거 대구시장 경선에서 책임당원 명부를 선거 전략으로 활용했다는 민주당의 의혹에 대해 홍 후보 측이 거짓 정치공작을 즉시 중단하라고 비판했다.,neutral
예비후보,김경수 더불어민주당 대선 예비후보는 세금 정책을 더 누진적으로 만들어야 한다고 밝혔다.,neutral
예비후보,권성동 국민의힘 원내대표는 이재명 더불어민주당 대선 예비후보를 겨냥해 그의 경제 공약이 개미투자자를 몰살시킬 ‘개미핥기’임이 확실하다고 비판했다.,neutral
예비후보,한동훈 국민의힘 대선 예비후보가 중국이 서해 잠정조치수역에 무단으로 설치한 인공섬 정황이 드러나자 '서해공정'을 막기 위해 중국에 '셰셰'해선 안 된다고 지적했다.,neutral
예산안,의회 예산안 처리 언급 논란이 이어지고 있다.,neutral
예산안,"경기도 내 일부 시 군에서 운영 중인 학대피해아동쉼터가 포화 상태로 시설 추가가 시급하지만, 정부의 예산안에 신규 설치가 반영되지 않아 지자체들이 예산 부담으로 어려움을 겪고 있다.",negative
예산안,하동군의회는 오는 11월 4일까지 14일간 제335회 임시회에서 제3회 추경 예산안 심사 및 주요사업 현장점검을 진행한다.,neutral
