term,original_sentence,refined_sentence,sentiment
여과,"[제주일보 = 제주일보] 안심하고 먹을 수 있는 물 생산을 위한 노력 

현경훈, 道 상하수도본부 강정정수장 

우리가 먹는 물은 취수원에서 유입된 원수를 혼화, 응집, 침전, 여과, 소독 등의 단계를 거쳐 정수된 후 정수지를 거쳐 배수지에서 일반가정으로 공급되고 있다.","우리가 먹는 물은 취수원에서 유입된 원수를 혼화, 응집, 침전, 여과, 소독 등의 단계를 거쳐 정수된 후 정수지를 거쳐 배수지에서 일반가정으로 공급되고 있다.",neutral
침전,"[제주일보 = 제주일보] 안심하고 먹을 수 있는 물 생산을 위한 노력 

현경훈, 道 상하수도본부 강정정수장 

우리가 먹는 물은 취수원에서 유입된 원수를 혼화, 응집, 침전, 여과, 소독 등의 단계를 거쳐 정수된 후 정수지를 거쳐 배수지에서 일반가정으로 공급되고 있다.","우리가 먹는 물은 취수원에서 유입된 원수를 혼화, 응집, 침전, 여과, 소독 등의 단계를 거쳐 정수된 후 정수지를 거쳐 배수지에서 일반가정으로 공급되고 있다.",neutral
축산폐수,우리나라 연간 수자원 이용량 333억 톤 중 48%를 차지하는 159억 톤의 농업용수 수질 또한 생활하수와 공장 축산폐수 등의 유입으로 갈수록 악화되고 있는 실정이다.,우리나라 농업용수 수질은 축산폐수 등 생활하수와 공장 축산폐수 유입으로 악화되고 있다.,negative
공기정화,"우리나라가 DNA 메모리, 극한환경용 영구저장장치, 무전력 공기정화 식물로봇, 미세플라스틱 수거 로봇 등 미개척 분야의 기초 원천기술 개발에 뛰어든다.",우리나라가 무전력 공기정화 식물로봇을 포함한 미개척 분야의 기초 원천기술 개발에 뛰어든다.,positive
기상위성,{IMG:1}우리나라의 두번째 정지궤도 기상위성 천리안 2A호로부터 첫 관측영상이 성공적으로 수신됐다.,우리나라의 두번째 정지궤도 기상위성 천리안 2A호로부터 첫 관측영상이 성공적으로 수신됐다.,neutral
페놀,우리나라의 물관리 체계가 현재의 모습을 갖게 된 것은 1990년대 낙동강 페놀 사건으로 거슬러 올라간다.,우리나라의 물관리 체계가 현재의 모습을 갖게 된 것은 1990년대 낙동강 페놀 사건으로 거슬러 올라간다.,negative
기상위성,"우리는 항법위성을 통해 실시간 위치정보를 제공받고, 기상위성을 통해 날씨 정보를 확인하는 등 우주에 우리 일상생활을..","우리는 항법위성을 통해 실시간 위치정보를 제공받고, 기상위성을 통해 날씨 정보를 확인하는 등 우주에 우리 일상생활을 적극 활용하고 있다.",neutral
전기집진기,우선 공사는 예산 약 128억원을 투입해 6호선 구간 터널 내 45개소에 전기집진기를 설치할 예정이다.,우선 공사는 예산 약 128억원을 투입해 6호선 구간 터널 내 45개소에 전기집진기를 설치할 예정이다.,neutral
박테리오파지,우선 꽃 모양을 이루고 있는 박테리오파지 군집 사진(위)이다.,우선 꽃 모양을 이루고 있는 박테리오파지 군집 사진(위)이다.,neutral
핵무기,"우주 쓰레기 추락 위협, 우주 핵무기 배치, 우주 군사 경쟁 등이 국가의 이익과 국민의 일상을 위협하고 있기 때문이다.","우주 쓰레기 추락 위협, 우주 핵무기 배치, 우주 군사 경쟁 등이 국가의 이익과 국민의 일상을 위협하고 있기 때문이다.",negative
오존층 파괴,"미국 퍼듀대 연구팀 “우주쓰레기에 대기오염” 
우주선 위성 발사 늘어나며 금속성분 확 늘어 
오존층 파괴 등 지구 대기 오염 부작용 지적

‘약 2만 5000개.’ 지구 근처 궤도를 돌고 있는 우주 쓰레기의 숫자다.",우주선 위성 발사 늘어나며 금속성분 확 늘어 오존층 파괴 등 지구 대기 오염 부작용이 지적되고 있다.,negative
태양흑점,"우주전파재난은 태양흑점 폭발 시 지구자기장 및 전리층 교란 등으로 위성, 항공, 항법, 전력 및 방송통신 서비스 등에 피해 유발 가능성이 증가하고 있어 신규 재난영역으로 분류되고 있다.","우주전파재난은 태양흑점 폭발 시 지구자기장 및 전리층 교란 등으로 위성, 항공, 항법, 전력 및 방송통신 서비스 등에 피해 유발 가능성이 증가하고 있어 신규 재난영역으로 분류되고 있다.",neutral
레벨,운전자 개입 없이 운행하는 레벨 4단계의 자율주행차 상용화 시대가 가시화하는 모습이다.,운전자 개입 없이 운행하는 레벨 4단계의 자율주행차 상용화 시대가 가시화하는 모습이다.,neutral
하수,"시 ""여천천 수위 상승이 원인 

관리 미흡으로 하수 역류"" 

남구 ""하수관로 준설 책임회피 

용량 부족한 관로 매설 때문"" 

울산 남구의 음료업체 사업장이 하수관로에서 역류한 물에 침수돼 영업에 차질을 빚었다.",울산 남구의 음료업체 사업장이 하수관로에서 역류한 물에 침수돼 영업에 차질을 빚었다.,negative
염화비닐,울산 남부경찰서 수사본부는 국립과학수사연구원으로부터 '폐수저장조의 폐수를 수거해 감정한 결과 염화비닐(VCM) 및 아세트산비닐(VAM)이 검출됐다'는 통보를 받았다고 20일 밝혔다.,울산 남부경찰서 수사본부는 국립과학수사연구원으로부터 폐수저장조의 폐수 감정 결과 염화비닐(VCM)이 검출됐다고 통보받았다고 20일 밝혔다.,neutral
탄화수소,울산시는 8~9월 2개월간 휘발성유기화합물 및 탄화수소를 배출하는 사업장을 대상으로 한 특별 점검에서 대기환경보전법 위반 10개 업체를 적발했다고 12일 밝혔다.,울산시는 8~9월 2개월간 휘발성유기화합물 및 탄화수소를 배출하는 사업장을 대상으로 한 특별 점검에서 대기환경보전법 위반 10개 업체를 적발했다고 12일 밝혔다.,neutral
특정대기유해물질,울산시는 지난 3월부터 지난달 말까지 특정대기유해물질과 먼지 등 각종 대기오염물질을 다량 배출하는 사업장 222개를 대상으로 오염도..,울산시는 지난 3월부터 지난달 말까지 특정대기유해물질을 다량 배출하는 사업장 222개를 대상으로 오염도 조사를 실시했다.,neutral
아황산가스,울산에서 악취 신고가 집중된 지역과 시간대에 대기 중 아황산가스 농도가 평소보다 훨씬 높았던 것으로 드러나 공단 배출 오염물질이 악취의 원인일 가능성이 높아졌다.,울산에서 악취 신고가 집중된 지역과 시간대에 대기 중 아황산가스 농도가 평소보다 높았던 것으로 드러나 공단 배출 오염물질이 악취의 원인일 가능성이 높아졌다.,neutral
하수,“도저히 안 되겠습니다. 울산의 하수 처리 시스템이 붕괴될 수 있어요.”,울산의 하수 처리 시스템이 붕괴될 수 있어요.,negative
건축폐기물,"[KBS 울산]
 [앵커]

 울산의 한 생활쓰레기 업체에서 건축폐기물을 받아 소각장으로 보냈다는 의혹이 제기됐습니다.",울산의 한 생활쓰레기 업체에서 건축폐기물을 받아 소각장으로 보냈다는 의혹이 제기됐습니다.,neutral
폴리염화비닐,"김정훈 기자 idacoya@iusm.co.kr 울산지역 초등학생들이 사용하는 각종 학용품과 음악ㆍ체육교구, 완구류 10개 중 4개꼴로 유해 화학첨가물이 들어간 PVC(폴리염화비닐) 플라스틱이 사용..",울산지역 초등학생들이 사용하는 PVC(폴리염화비닐) 플라스틱이 유해 화학첨가물이 들어간 제품에 포함되어 있어 우려가 제기되고 있다.,negative
특정대기유해물질,"울산 유해물질측정시스템 고장 

울산지역에는 환경부와 울산시가 산업단지에서 발생하는 VOCs 등 특정대기유해물질을 측정하기 위해 유해물질측정시스템을 운영하고 있다.",울산지역에는 환경부와 울산시가 산업단지에서 발생하는 VOCs 등 특정대기유해물질을 측정하기 위해 유해물질측정시스템을 운영하고 있다.,neutral
페놀,"1991년 1 2차 구미 페놀 사고를 비롯해 1-4 다이옥산 유출, 퍼클로레이트 사고, 유화 화재 페놀 사고, 불산 가스 누출사고, ..","원본 문장: 1991년 1 2차 구미 페놀 사고를 비롯해 1-4 다이옥산 유출, 퍼클로레이트 사고, 유화 화재 페놀 사고, 불산 가스 누출사고, ..",negative
일반폐기물,"원안위는 일반폐기물로 처리해야 한다고 우기고, 환경부는 폐기 규정이 없다고 버티는 모양이다.",원안위는 일반폐기물로 처리해야 한다고 주장하고 있다.,neutral
연해,원자력안전위원회(원안위)가 경북 포항 연해 지진과 관련해 “원자력발전소 안전에 이상이 없다”고 밝혔다.,원자력안전위원회(원안위)가 경북 포항 연해 지진과 관련해 “원자력발전소 안전에 이상이 없다”고 밝혔다.,neutral
폐기물 처분,원자력안전위원회는 경주 지진이 발생한 뒤 원전과 중 저준위 방사성 폐기물 처분 시설을 점검한 결과 현재까지 안전 관련 설비에 이상이 없다고 밝혔습니다.,원자력안전위원회는 경주 지진 이후 원전과 중 저준위 방사성 폐기물 처분 시설을 점검한 결과 안전 관련 설비에 이상이 없다고 밝혔다.,neutral
냉각수,"원자력硏 개발 원전 안전성 해석프로그램 큐피드, 미국 일리노이대학 사용 
냉각수 속 기포 움직임까지 3D로 시뮬레이션 가능 
 
 
[헤럴드경제=구본혁 기자] 원자로 속 위험한 상황을 미리 시뮬레이션해보는 국산 프로그램이 미국에서도 사용된다.",원자력硏 개발 원전 안전성 해석프로그램 큐피드가 냉각수 속 기포 움직임까지 3D로 시뮬레이션 가능하여 미국 일리노이대학에서도 사용된다.,neutral
흡착,"원자력연 공동 연구팀, 세계 최초 규명 ""물 흡착이 원인 부식된 금속 회복도 가능"" 
 
국내 연구진이 원자력발전소의 핵연료 피복관이 부식되는 원리를 알아냈다.",원자력연 공동 연구팀이 물 흡착이 원인인 금속 부식을 규명하여 회복도 가능하다는 사실을 세계 최초로 밝혀냈다.,neutral
방사성동위원소,원자력연 연구진은 그동안 암 진단과 질병 치료를 위한 방사성동위원소를 생산하고 악취 문제 해결 등 방사선을 활용하는 연구 성과를 발표했다.,원자력연 연구진은 암 진단과 질병 치료를 위한 방사성동위원소를 생산하는 연구 성과를 발표했다.,neutral
스트론튬,원자력연구원 원자력환경실에서 해수 중 스트론튬-90 신속분석법을 개발했다.,원자력연구원 원자력환경실에서 해수 중 스트론튬-90 신속분석법을 개발했다.,neutral
냉각수,"원자로가 폐쇄된 지 이미 30여년이 흐른 만큼 내부 온도가 낮아진 데다, 냉각수가 충분해 어느 정도 시간을 벌 수 있다는 이유 때문이다.","원자로가 폐쇄된 지 이미 30여년이 흐른 만큼 내부 온도가 낮아진 데다, 냉각수가 충분해 어느 정도 시간을 벌 수 있다는 이유 때문이다.",positive
방사성 요오드,원전 오염수가 포함된 바닷물이나 지하수에서 방사성 요오드를 선택적으로 제거할 수 있는 기술이 국내 개발됐다.,원전 오염수가 포함된 바닷물이나 지하수에서 방사성 요오드를 선택적으로 제거할 수 있는 기술이 국내 개발됐다.,neutral
열역학,"원전이 기계 열역학 방사능방재 방사선방호 구조물안전 전기 핵폐기물처리 등 다양한 전문 분야의 융합으로 만들어진 시설인 만큼 분야별 전문가는 여럿이지만, 원전 안전을 둘러싼 위험 요인으로는 대개 불완전한 증기발생기, 사용후핵연료(고준위방사성폐기물 폐연료봉) 임시저장소, 미흡..","원전이 기계 열역학 방사능방재 방사선방호 구조물안전 전기 핵폐기물처리 등 다양한 전문 분야의 융합으로 만들어진 시설인 만큼 분야별 전문가는 여럿이지만, 원전 안전을 둘러싼 위험 요인으로는 대개 불완전한 증기발생기, 사용후핵연료(고준위방사성폐기물 폐연료봉) 임시저장소, 미흡..",neutral
고준위방사성폐기물,"원전이 기계 열역학 방사능방재 방사선방호 구조물안전 전기 핵폐기물처리 등 다양한 전문 분야의 융합으로 만들어진 시설인 만큼 분야별 전문가는 여럿이지만, 원전 안전을 둘러싼 위험 요인으로는 대개 불완전한 증기발생기, 사용후핵연료(고준위방사성폐기물 폐연료봉) 임시저장소, 미흡..","원전이 기계 열역학 방사능방재 방사선방호 구조물안전 전기 핵폐기물처리 등 다양한 전문 분야의 융합으로 만들어진 시설인 만큼 분야별 전문가들은 있지만, 고준위방사성폐기물은 원전 안전을 둘러싼 위험 요인 중 하나이다.",negative
아황산가스,"아궁화산 <출처=블룸버그>



 5일(현지시각) 월스트리트저널(WSJ)은 아궁 화산이 지난 1963년 분화했을 당시 다량의 화산가스(아황산가스)가 성층권으로 분출되면서 1년 넘게 ..",월스트리트저널(WSJ)은 아궁 화산이 지난 1963년 분화했을 당시 다량의 화산가스(아황산가스)가 성층권으로 분출되면서 1년 넘게 영향을 미쳤다고 보도했다.,neutral
불쾌지수,"웰크론의 알레르기 방지 기능성 침구 브랜드 세사(SESA)와 세사리빙(SESA Living)의 '웰로쉬 워싱 침구'는 한여름에도 늘 보송보송한 잠자리를 제공하는 제품으로, 수면 시 배출하는 땀과 불쾌지수를 높이는 침실의 습기를 빠르게 흡수해 건..",웰크론의 '웰로쉬 워싱 침구'는 수면 시 배출하는 땀과 불쾌지수를 높이는 침실의 습기를 빠르게 흡수해 쾌적한 잠자리를 제공한다.,neutral
태양 흑점,위대한 도전에 전 세계가 주목하지만 태양 흑점 폭발로 인한 태양풍이 우리호를 덮치고 '황선우'(도경수) 대원만이 홀로 남겨진다.,위대한 도전에 전 세계가 주목하지만 태양 흑점 폭발로 인한 태양풍이 우리호를 덮치고 '황선우'(도경수) 대원만이 홀로 남겨진다.,negative
고도정수처리,위원회는 먼저 칠서정수장을 방문해 낙동강 녹조발생 현황을 보고 받고 취수장과 고도정수처리 시설을 둘러봤다.,위원회는 칠서정수장을 방문하여 낙동강 녹조발생 현황을 보고 받고 취수장과 고도정수처리 시설을 둘러봤다.,neutral
제올라이트,위치스보틀은 천연소재인 제올라이트 LTA(Zeolite Lynde Type A)를 코팅한 물병이다.,위치스보틀은 천연소재인 제올라이트 LTA(Zeolite Lynde Type A)를 코팅한 물병이다.,neutral
환경기준,유로 5 환경기준에 따른 배기량 1.6L와 2.0L의 디젤차로 2009년부터 판매된 차량이 대상이다.,유로 5 환경기준에 따른 배기량 1.6L와 2.0L의 디젤차로 2009년부터 판매된 차량이 대상이다.,neutral
엘니뇨 현상,유엔 세계기상기구는 지난해 지구 평균 기온이 산업화 이전보다 1.1도 높아 엘니뇨 현상이 강했던 2016년에 이어 역대 두 번째라고 밝혔다.,유엔 세계기상기구는 지난해 지구 평균 기온이 산업화 이전보다 1.1도 높아 엘니뇨 현상이 강했던 2016년에 이어 역대 두 번째라고 밝혔다.,neutral
액상화 현상,"유인창 경북대학교 지질학과 교수는 경북일보와의 인터뷰를 통해 “액상화 현상은 지진과 동반되는 자연스러운 현상으로 경주 지진 때도 발생했지만, 문제가 되진 않았다”면서 “너무 공포심을 조장하는 것은 옳지 않다”고 주장했다.",유인창 경북대학교 지질학과 교수는 액상화 현상은 지진과 동반되는 자연스러운 현상으로 문제가 되지 않으며 공포심을 조장하는 것은 옳지 않다고 주장했다.,neutral
생명공학,"[이데일리 유진희 기자] 유전자나 이중항체, 항체약물접합(ADC) 등 차세대 생명공학 기술이 신약개발에 속속 접목되면서 바이오 산업의 중흥기를 이끌어내고 있다.","유전자나 이중항체, 항체약물접합(ADC) 등 차세대 생명공학 기술이 신약개발에 접목되면서 바이오 산업의 중흥기를 이끌고 있다.",positive
탄화수소,'유지문 기법'은 기름도 사람의 지문처럼 각기 다른 탄화수소 성분을 가지고 있는데 이를 활..,'유지문 기법'은 기름도 사람의 지문처럼 각기 다른 탄화수소 성분을 가지고 있는데 이를 활용한다.,neutral
활성탄,"포충기등 차단시설 뒤늦게 확충 
""활성탄 흡착력 기준 정립 필요"" 
 
'유충 수돗물'의 원인으로 지목된 활성탄(숯) 여과지의 이물질에 대한 지침이 없다.",유충 수돗물의 원인으로 지목된 활성탄(숯) 여과지의 이물질에 대한 지침이 없다.,neutral
활성탄,"유충이 발견된 곳은 모두 활성탄 흡착지였는데, 전문가들은 여름철인데도 청소 주기가 길었던 점과 벌레 유입관리가 허술했던 점을 원인으로 꼽았습니다.","유충이 발견된 곳은 모두 활성탄 흡착지였으며, 전문가들은 여름철인데도 청소 주기가 길었던 점과 벌레 유입관리가 허술했던 점을 원인으로 꼽았습니다.",neutral
일산화탄소,"[머니투데이 오동희 산업1부 선임기자] 

유해가스인 일산화탄소를 친환경에너지인 수소로 전환하는 미생물인 써모코커스온누리누스NA1(Thermococcus onnurineus NA1)이 온난화와 미세먼지 등 환경문제의 해결사로 주목받고 있다.",유해가스인 일산화탄소를 친환경에너지인 수소로 전환하는 미생물인 써모코커스온누리누스NA1이 온난화와 미세먼지 등 환경문제의 해결사로 주목받고 있다.,neutral
크롬,"유해물질 6종은 크롬, 주석, 파라벤, 바이오제닉아민, 헤테로사이클릭아민, 다이옥신이다.","유해물질 6종은 크롬, 주석, 파라벤, 바이오제닉아민, 헤테로사이클릭아민, 다이옥신이다.",neutral
벤조피렌,유해물질인 벤조피렌이나 폴리염화비페닐은 석쇠에 고기를 올려놓고 숯불에 구울 때 가장 많이 나온다.,유해물질인 벤조피렌은 석쇠에 고기를 올려놓고 숯불에 구울 때 가장 많이 나온다.,negative
소독,"육묘 전 볍씨 소금물가리기와 소독을 철저히 하고, 맥류 습해 예방을 위한 포장관리와 고구마 육묘 온상 온도관리에 신경 쓰며, 노지고추 아주심기 준비 및 저온피해 과원관리, 황사대비 가축관리에 힘쓴다.","육묘 전 볍씨 소금물가리기와 소독을 철저히 하고, 맥류 습해 예방을 위한 포장관리와 고구마 육묘 온상 온도관리에 신경 쓰며, 노지고추 아주심기 준비 및 저온피해 과원관리, 황사대비 가축관리에 힘쓴다.",positive
맨홀,윤군은 맨홀 아래에 ‘ㄱ(기역)’자 모양 철판을 ..,윤군은 맨홀 아래에 ‘ㄱ(기역)’자 모양 철판을 설치했다.,neutral
그린벨트,윤석열 대통령이 25일(현지시간) 카말라 해리스 미국 부통령과 함께 미국 메릴랜드주 그린벨트에 있는 미국 항공우주국(NASA) 고다드 우주비행센터를 방문해 지구 환경 관측 위성 기구들에 대해 설명을 듣는다.,윤석열 대통령이 25일(현지시간) 카말라 해리스 미국 부통령과 함께 미국 메릴랜드주 그린벨트에 있는 미국 항공우주국(NASA) 고다드 우주비행센터를 방문해 지구 환경 관측 위성 기구들에 대해 설명을 듣는다.,neutral
공기정화,은행나무는 공기정화 효과가 탁월한데 다가 병..,은행나무는 공기정화 효과가 탁월하다.,positive
산업폐기물,음성군 대소면 부윤리 한 폐공장이 산업폐기물 불법 투기장으로 변질돼 있는 모습.,음성군 대소면 부윤리의 한 폐공장이 산업폐기물 불법 투기장으로 변질돼 있는 모습이다.,negative
일산화탄소,"◀ 리포트 ▶

음식을 조리하기 위해 불을 피우면 실내에는 일산화탄소와 각종 미세 먼지가 발생합니다. 

..",음식을 조리하기 위해 불을 피우면 실내에는 일산화탄소와 각종 미세 먼지가 발생합니다.,negative
덕트,◀ 앵커 ▶음식점 주방의 환풍시설인 덕트가 화재의 주요원인으로 지목되고 있습니다.,음식점 주방의 환풍시설인 덕트가 화재의 주요원인으로 지목되고 있습니다.,negative
덕트,음식점 화재 5건 중에 한 건은 이 덕트에서 시작된 불이라고 합니다.,음식점 화재 5건 중에 한 건은 이 덕트에서 시작된 불이라고 합니다.,neutral
슬러지,"응집제 미주입 사고 예방, 응집제 최적 주입으로 약품비와 슬러지 처리비용 절감 효과가 있다.",응집제 미주입 사고 예방과 함께 응집제 최적 주입으로 슬러지 처리비용 절감 효과가 있다.,neutral
일반폐기물,의료기관에서 사용한 일회용 기저귀 중 일부를 일반폐기물로 배출토록 하는 ‘폐기물관리법 개정안’을 놓고 관련 업계들이 상반된 입장을 보이고 있다.,의료기관에서 사용한 일회용 기저귀 중 일부를 일반폐기물로 배출토록 하는 ‘폐기물관리법 개정안’을 놓고 관련 업계들이 상반된 입장을 보이고 있다.,neutral
페놀,"의원들은 '칠전리 부적합 부숙토 살포' 및 '현대오일뱅크 페놀 유출'과 관련, ..",의원들은 '현대오일뱅크 페놀 유출'과 관련하여 문제를 지적하였다.,negative
영양염류,이 같은 원인은 짧은 장마로 영양염류가 적게 쓸려 내려왔기 때문인 것으로 분석된다.,이 같은 원인은 짧은 장마로 영양염류가 적게 쓸려 내려왔기 때문인 것으로 분석된다.,neutral
냉각수,이 결과는 원전의 고온 고압 냉각수와 항상 접촉해있는 핵연료 피복관의 안전성을 개선하는 실마리를 제공할 것으로 예상된다.,이 결과는 원전의 고온 고압 냉각수와 항상 접촉해있는 핵연료 피복관의 안전성을 개선하는 실마리를 제공할 것으로 예상된다.,neutral
덕트,이 공기청정 환기시스템은 오염물질이 센서를 통해 감지되면 자동으로 환기 순환 모드를 작동시켜 배기 장치로 배출시키고 필터를 거친 외부의 신선한 공기를 덕트를 통해 실내로 유입시킨다.,이 공기청정 환기시스템은 오염물질이 센서를 통해 감지되면 덕트를 통해 신선한 공기를 유입시키고 배기 장치로 배출시킨다.,neutral
포스겐,"다행히 가스를 흡입한 근로자 5명이 병원에서 치료를 받았을 뿐, 더 이상의 인명피해가 발생하지 않았지만 이 공장에서 포스겐 누출사고가 잇따르면서 주민들의 불안감이 높다.",이 공장에서 포스겐 누출사고가 잇따르면서 주민들의 불안감이 높다.,negative
상수원 보호구역,이 구간은 잠실 상수원 보호구역으로 어획은 물론 배를 띄우는 것조차 금지된 곳이다.,이 구간은 잠실 상수원 보호구역으로 어획은 물론 배를 띄우는 것조차 금지된 곳이다.,neutral
방사성동위원소,이 기술은 ▲방사성동위원소가 표지된 방사성의약품 ..,이 기술은 방사성동위원소가 표지된 방사성의약품에 적용된다.,neutral
인공섬,이 남동유수지에는 인공섬이 있다.,이 남동유수지에는 인공섬이 있다.,neutral
냉각수,"이 논문은 배단파단사고 시 냉각수 유출차단을 위한 사이펀 브레이킹 현상에 대해 이론적 해석 모델을 개발하고, 개발된 ..","이 논문은 배단파단사고 시 냉각수 유출차단을 위한 사이펀 브레이킹 현상에 대해 이론적 해석 모델을 개발하고, 개발된 연구 내용을 다루고 있다.",neutral
표백제,이 때문에 곰팡이와 찌든 때를 없애려고 표백제를 사용하는 경우가 많은데 오히려 건강을..,이 때문에 곰팡이와 찌든 때를 없애려고 표백제를 사용하는 경우가 많은데 오히려 건강을 해칠 수 있다.,negative
환경기준,이 때문에 국내 환경기준 조정과 예보와 경보 시스템 개선 필요성이 커지고 있다.,이 때문에 국내 환경기준 조정과 예보와 경보 시스템 개선 필요성이 커지고 있다.,neutral
세계보건기구,,이 때문에 세계보건기구(WHO) 산하 국제암연구소는 미세먼지를 1군 발암물질로 지정했다.,neutral
맨홀,"이 맨홀은 태풍, 장마 등에 따른 집중호우로 뚜껑이 예기치 못하게 이탈하는 경우 보행자 빠짐","이 맨홀은 태풍, 장마 등에 따른 집중호우로 뚜껑이 예기치 못하게 이탈하는 경우 보행자가 빠질 위험이 있다.",neutral
폴리염화비닐,"인천 서구 오류동 폐기물 처리업체 화재 [사진=인천소방본부]



 이 불로 인명피해는 없었지만 업체 야적장에 쌓아 놓은 폴리염화비닐(PVC) 폐기물 등이 탔다.",이 불로 인명피해는 없었지만 업체 야적장에 쌓아 놓은 폴리염화비닐(PVC) 폐기물 등이 탔다.,neutral
아황산,"이 사건은 1952년 12월4일 런던에서 발생한 것으로 당시 영국은 주 연료로 석탄을 사용하였으며, 정제되지 않은 연기와 짙은 안개가 합쳐져 스모그를 형성했고 연기 속에 포함되어 있던 아황산 가스가 황산안개로 변했다.","이 사건은 1952년 12월4일 런던에서 발생한 것으로, 연기 속에 포함된 아황산 가스가 황산안개로 변한 것이 원인이다.",neutral
교각,이 사고로 교각 상판에서 작업하던 김 모(46) 씨 등 내국인 2명과 캄보디아 국적 등 외국인 ..,이 사고로 교각 상판에서 작업하던 김 모(46) 씨 등 내국인 2명과 캄보디아 국적 등 외국인들이 관련되어 있다.,neutral
교각,이 사고로 교각 상판에서 작업하던 김 모(46) 씨가 다리 골절 부상을 당하는 등 작업 인부 6명이 다쳐 119..,이 사고로 교각 상판에서 작업하던 김 모(46) 씨가 다리 골절 부상을 당하는 등 작업 인부 6명이 다쳐 119가 출동했다.,neutral
슬러지,이 사고로 수분이 다량 함유된 오니 슬러지 수십만t이 흘러내려 굴착기 1대 등이 슬러지에 잠겼으나 다행히 인명 피해 등은 없었다.,이 사고로 수분이 다량 함유된 오니 슬러지 수십만t이 흘러내려 굴착기 1대 등이 슬러지에 잠겼다.,neutral
일산화탄소,"이 사업은 초등학생들이 오랜 시간동안 생활하는 학교 교실을 중심으로 온도, 습도, 조도, 소음, 미세먼지, 이산화탄소, 일산화탄소, 오존, 포름알데히드 등 실내..",이 사업은 초등학생들이 오랜 시간동안 생활하는 학교 교실을 중심으로 일산화탄소를 포함한 실내 환경을 개선하는 것을 목표로 한다.,negative
우주쓰레기,,이 우주선이 우주선과의 교신이 끝내 이뤄지지 않으면 우주쓰레기로 전락하거나 지구로 추락할 것으로 분석된다.,negative
열역학,이 원리를 증명한 대표적인 법칙이 열역학 법칙이다.,이 원리를 증명한 대표적인 법칙이 열역학 법칙이다.,neutral
기상 위성,이 위성 영상은 지난 8일 오후 5시부터 이날 오전 9시까지 천리안 2A 기상 위성이 2분 간격으로 촬영한 영상 가운데 일부를 기상청 홈페이지에서 내려받아 30분 간격으로 재구성한 것이다.,이 위성 영상은 기상 위성인 천리안 2A가 지난 8일 오후 5시부터 이날 오전 9시까지 2분 간격으로 촬영한 영상 가운데 일부를 기상청 홈페이지에서 내려받아 30분 간격으로 재구성한 것이다.,neutral
여과,이 일대는 아스팔트와 시멘트로 덮여 물이 스며들지 않는 이른바 ‘불투수면적’이 증가하면서 도로에 배출된 오염물질이 하천으로 여과 없이 유입돼 수질오염이 발생하는 등의 문제가 발생했다.,이 일대는 아스팔트와 시멘트로 덮여 물이 스며들지 않는 이른바 ‘불투수면적’이 증가하면서 도로에 배출된 오염물질이 하천으로 여과 없이 유입돼 수질오염이 발생하는 등의 문제가 발생했다.,negative
삼림 면적,이 자료에 따르면 전 세계적으로 불에 타 사라지는 삼림 면적이 지난 20년간 거의 두 배로 늘었다.,이 자료에 따르면 전 세계적으로 불에 타 사라지는 삼림 면적이 지난 20년간 거의 두 배로 늘었다.,negative
냉각수,이 장면은 국제우주정거장(ISS)에 붙어 있던 러시아 우주선인 소유즈 MS-22에서 지난달 15일(미국시간) 냉각수가 갑자기 누출되는 모습이다.,이 장면은 국제우주정거장(ISS)에 붙어 있던 러시아 우주선인 소유즈 MS-22에서 냉각수가 갑자기 누출되는 모습이다.,neutral
맨홀,"이 장치는 집중 호우 등으로 맨홀 뚜껑이 이탈된 침수지역을 걷는 보행자들에게 맨홀 위치를 알려주는 것으로, 도로 등 침수 시 맨홀 추락사고를 예방하기 위한 장치다.",이 장치는 침수 지역에서 맨홀 위치를 알려주어 맨홀 추락사고를 예방하기 위한 장치다.,neutral
맨홀,"이 장치는 집중 호우 등으로 맨홀 뚜껑이 이탈된 침수지역을 걷는 보행자들에게 맨홀 위치를 알려주는 것으로, 도로 등 침수 시 맨홀 추락사고를 예방하기 위한 장치다.",이 장치는 침수지역에서 맨홀 위치를 알려주어 맨홀 추락사고를 예방하기 위한 장치다.,neutral
가연성 쓰레기,이 제도는 가연성 쓰레기와 불연성 쓰레기가 폐기물처리시설에 혼합 반입되면 소각시설의 효율성이 떨어지고 불완전 연소에 따른 환경오염물질이 발생하는 문제점 등을 해결하기 위해 부산시가 전국 처음으로 시행했다.,이 제도는 가연성 쓰레기와 불연성 쓰레기가 폐기물처리시설에 혼합 반입되면 소각시설의 효율성이 떨어지고 불완전 연소에 따른 환경오염물질이 발생하는 문제점 등을 해결하기 위해 부산시가 전국 처음으로 시행했다.,neutral
대장균,"이 제품에 적용된 바이오레즈 기술은 화학성분 없이 오로지 빛으로만 대장균, 폐렴균, 살모넬라균 등의 유해 세..","이 제품에 적용된 바이오레즈 기술은 화학성분 없이 오로지 빛으로만 대장균, 폐렴균, 살모넬라균 등의 유해 세균을 제거한다.",positive
공기청정 장치,이 제품은 환기와 공기 청정을 동시에 수행할 수 있도록 공기청정 장치에..,이 제품은 환기와 공기 청정을 동시에 수행할 수 있도록 공기청정 장치에 적용됐다.,neutral
