original_sentence,processed_sentence,term
"그러나 전체 폐암 진단 중 약 15% 정도에 그쳐, 그간 소세포폐암 환자를 위한 전문 가이드북은 찾기 어려웠다.","그러나 전체 폐암 진단 중 약 15% 정도 그쳐, 그간 소세포폐암 환자 위한 전문 가이드북 찾기 어려웠다.",가이드북
"가이드북엔 소세포폐암의 개념과 치료 방법, 주의 사항, 최신 연구 동향 등 현시점에서 알려진 학술적 내용을 종합적으로 정리했다.","가이드북 소세포폐암 개념 치료 방법, 주 사항, 최신 연구 동향 등 현시점 알려진 학술적 내용 종합적 정리했다.",가이드북
제넥신은 바이오프로탁(bioPROTAC) 플랫폼 기반 혁신 항암제 GX BP1의 방광암 치료 가능성 연구를 위해 미국 웨일 코넬 의대(Weill Medical College of Cornell University)와 물질이전계약(MTA)을 체결했다고 25일 밝혔다.,제넥신 바이오프로탁(bioPROTAC) 플랫폼 기반 혁신 항암제 GX BP1 방광암 치료 가능성 연구 위해 미국 웨일 코넬 의대(Weill Medical College of Cornell University) 물질전계약(MTA) 체결했다고 25일 밝혔다.,플랫폼
한국애보트는 디지털 헬스케어 기업 아이쿱과 협력을 통해 연속 혈당 측정 플랫폼(기반 기술) '프리스타일 리브레2'와 클라우드 기반 의료 데이터 플랫폼 '랩커넥트'의 데이터를 통합한다고 25일 밝혔다.,한국애보트 디지털 헬스케어 기업 아이쿱 협력 통해 연속 혈당 측정 플랫폼(기반 기술) '프리스타일 리브레2' 클라우드 기반 의료 데이터 플랫폼 '랩커넥트' 데이터 통합한다고 25일 밝혔다.,플랫폼
두 기업은 이번 협력으로 랩커넥트 플랫폼에서 환자의 데이터를 종합 검토해 최적의 맞춤형 치료 계획을 수립할 수 있다고 보고 있다.,두 기업 이번 협력 랩커넥트 플랫폼 환자 데이터 종합 검토해 최적 맞춤형 치료 계획 수립할 수 있다고 보고 있다.,플랫폼
"이번 점검에서는 불법 유통으로 인한 사회적 이슈가 지속되는 스테로이드, 에토미데이트, 에페드린 성분 의약품에 대한 의료기관 도매상 간 유통 현황을 들여다본다.","이번 점검 불법 유통 인한 사회적 이슈 지속되는 스테로이드, 에토미데이트, 에페드린 성분 의약품 대한 의료기관 도매상 간 유통 현황 들여다본다.",이슈
건립 시기는 문헌 사료에 비춰보면 1668년에 지어진 것으로 추정되며 여러 차례 부분적인 수리를 했음에도 심한 훼손이나 변형 없이 제 위치를 유지했으나 이번 화재로 크게 훼손되거나 형체를 알아볼 수 없을 정도로 불탔을 수도 있는 상황이다.,건립 시기 문헌 사료 비춰보면 1668년 지어진 것 추정되며 여러 차례 부분적인 수리 했음 심한 훼손 변형 없이 제 위치 유지했으나 이번 화재 크게 훼손되거나 형체 알아볼 수 없을 정도 불탔을 수 있는 상황이다.,수리
이 지사는 국가지정문화유산인 만휴정을 찾아 방화선 구축과 방염포 배치 등 특단의 대책 마련도 당부했다.,이 지사 국가지정문화유산인 만휴정 찾아 방화선 구축 방염포 배치 등 특단 대책 마련 당부했다.,방화선
"그러면서 조계종은 ""인력 접근이 어려운 상황이라 최종 전수 여부를 확인 중""이라고 했다.","그러면서 조계종 ""인력 접근이 어려운 상황라 최종 전수 여부 확인 중"" 했다.",전수
"조계종은 ""이번 산불로 인한 피해 상황에 대해 종단의 행정력 등 가용자원을 총동원해 신속하게 피해 사찰의 조속한 복원을 위한 지원방안 등 후속조치 계획을 수립하고 진행할 예정""이라고 강조했다.","조계종 ""이번 산불 인한 피해 상황 대해 종단 행정력 등 가용자원 총동원해 신속하게 피해 사찰 조속한 복원 위한 지원방안 등 후속조치 계획 수립하고 진행할 예정"" 강조했다.",가용자원
이후 북서쪽에서 찬 공기가 남하하며 모레 밤부터 기온이 차차 낮아지겠다.,이후 북서쪽 찬 공기 남하하며 모레 밤 기온 차차 낮아지겠다.,공기
주요 진입로를 따라 방화선을 구축하고 있다.,주요 진입로 따라 방화선 구축하고 있다.,방화선
숨 쉬는 공기가 메케해지고 산 쪽에서 넘어오는 연기가 보이는 데다 대피 문자가 날아들자 안동 시민들은 그야말로 혼란에 빠졌다.,숨 쉬는 공기 메케해지고 산 쪽 넘어오는 연기 보이는 데 대피 문자 날아들자 안동 시민들 그야말로 혼란 빠졌다.,공기
"현장을 지키는 한 공무원은 ""시야가 선명하지 않아 앞이 주황색, 노란색으로 보이고 공기도 상당히 메케하다""며 ""불이 하천 위로 날아다니는 게 보인다""고 말하기도 했다.","현장 지키는 한 공무원 ""시야 선명하지 않아 앞 주황색, 노란색 보이고 공기 상당히 메케하다""며 ""불 하천 위 날아다니는 게 보인다"" 말하기 했다.",공기
"당국은 주왕산 일대 마을 주민들에게 신속한 대피를 안내하고, 주요 진입로를 중심으로 방화선을 구축 중이다.","당국 주왕산 일대 마을 주민들 신속한 대피 안내하고, 주요 진입로 중심 방화선 구축 중이다.",방화선
"이용권 산림청 산림재난통제관은 ""고온 건조한 날씨가 이어지면서 전국에서 산불이 동시에 발생하고 있고, 강한 바람으로 작은 부주의가 대형산불로 확산할 가능성이 크다. 지방자치단체, 소방본부, 군부대, 경찰 등 관계기관과 긴밀한 협조체계를 유지하고 가용 자원을 총동원해 산불을 진화하겠다""고 말했다.","이용권 산림청 산림재난통제관 ""온 건조한 날씨 이어지면서 전국 산불 동시 발생하고 있고, 강한 바람 작은 부주의 대형산불 확산할 가능성 크다. 지방자치단체, 소방본부, 군부대, 경찰 등 관계기관 긴밀한 협조체계 유지하고 가용 자원 총동원해 산불 진화하겠다"" 말했다.",가용 자원
진화 수순으로 접어든 경남과 달리 지난 22일부터 나흘째 이어진 경북 의성군 산불은 걷잡을 수 없이 확산하고 있다.,진화 수순 접어든 경남 달리 지난 22일 나흘째 이어진 경북 성군 산불 걷잡을 수 없이 확산하고 있다.,수순
"산림당국은 이날 의성군에 헬기 77대, 진화인력 3836명 등 가용자원을 총동원하고 있다.","산림당국 이날 성군 헬기 77대, 진화인력 3836명 등 가용자원 총동원하고 있다.",가용자원
"이용권 산림재난통제관은 ""고온 건조한 날씨로 전국에서 산불이 동시다발로 발생하고 있고, 강한 바람으로 작은 부주의가 대형산불로 확산할 가능성이 큰 상황""이라며 ""지방자치단체,소방본부, 군부대, 경찰 등 관계기관과 긴밀한 협조체계를 유지하고 가용자원을 총동원해 산불을 진화하겠다""고 말했다.","이용권 산림재난통제관 ""온 건조한 날씨 전국 산불 동시다발 발생하고 있고, 강한 바람 작은 부주의 대형산불 확산할 가능성이 큰 상황""라며 ""지방자치단체,소방본부, 군부대, 경찰 등 관계기관 긴밀한 협조체계 유지하고 가용자원 총동원해 산불 진화하겠다"" 말했다.",가용자원
가용 자원을 총동원해 진화 작업을 벌이고 있지만 불길이 세계문화유산인 안동 하회마을 바로 앞까지 닥치면서 곳곳에 주민대피령이 내려지고 있습니다.,가용 자원 총동원해 진화 작업 벌이고 있지만 불길 세계문화유산인 안동 하회마을 바로 앞 닥치면서 곳곳 주민대피령 내려지고 있습니다.,가용 자원
기온은 27일 밤 북서쪽에서 찬 공기가 유입되며 낮아지겠다.,기온 27일 밤 북서쪽 찬 공기 유입되며 낮아지겠다.,공기
여기에 인체에 치명적인 일산화탄소(CO) 발생량 역시 평상시 맑은 공기(220ppb)의 2배인 500ppb에 달했다.,여기 인체 치명적인 일산화탄소(CO) 발생량 역시 평상시 맑은 공기(220ppb) 2배인 500ppb 달했다.,공기
화재 영향을 받은 LPG용기 등은 공급자가 회수해 관리하도록 지속해서 모니터링 할 계획이다.,화재 영향 받은 LPG용기 등 공급자 회수해 관리하도록 지속해서 모니터링 할 계획이다.,모니터링
"이용권 산림청 산림재난통제관은 ""고온 건조한 날씨로 전국적으로 산불이 많이 발생하고 있고, 강한 바람으로 작은 부주의가 대형산불로 확산할 위험이 매우 높은 상황""이라며 ""지자체와 소방, 군부대, 경찰 등 관계기관과 긴밀히 협조하고 가용 자원을 모두 동원해 산림을 보호하고 국민의 생명과 재산을 지키겠다""고 말했다.","이용권 산림청 산림재난통제관 ""온 건조한 날씨 전국적 산불이 많 발생하고 있고, 강한 바람 작은 부주의 대형산불 확산할 위험이 매우 높은 상황""라며 ""지자체 소방, 군부대, 경찰 등 관계기관 긴밀히 협조하고 가용 자원 모두 동원해 산림 보호하고 국민 생명 재산 지키겠다"" 말했다.",가용 자원
"산림당국은 이날 진화헬기 77대와 인력 3836명, 진화차량 457대 등 가용 자원을 총동원했으나 초당 순간최대풍속 10∼20m의 강풍에 어려움을 겪었다.","산림당국 이날 진화헬기 77대 인력 3836명, 진화차량 457대 등 가용 자원 총동원했으나 초당 순간최대풍속 10∼20m 강풍 어려움 겪었다.",가용 자원
25일 유튜브 채널 '무대뽀조성근'을 운영하는 는 안동 산불 현장에서 인터넷 방송 플랫폼 SOOP(숲 구 아프리카TV)을 통해 라이브 방송을 진행했다.,25일 유튜브 채널 '무대뽀조성근' 운영하는  안동 산불 현장 인터넷 방송 플랫폼 SOOP(숲 구 아프리카TV) 통해 라이브 방송 진행했다.,플랫폼
"이를 위해 군은 주요 목조 문화유산과 사찰내에 설치된 소화기의 정상 작동 및 내구연한 경과 여부, 각종 소방시설의 정상 작동 및 기능 여부 등을 중점 점검해 보수 정비할 계획이다.","이 위해 군 주요 목조 문화유산 사찰내 설치된 소화기 정상 작동 및 내구연한 경과 여부, 각종 소방시설 정상 작동 및 기능 여부 등 중점 점검해 보수 정비할 계획이다.",내구연한
"경북도 관계자는 ""민 관 군 등 모든 가용자원을 총동원해 주불 진화에 총력을 기울이고 있다""고 말했다.","경북 관계자 ""민 관 군 등 모든 가용자원 총동원해 주불 진화 총력 기울이고 있다"" 말했다.",가용자원
"이용권 산림재난통제관은 ""전국에서 산불이 동시다발로 발생하고 있고, 강한 바람으로 작은 부주의가 대형산불로 확산할 가능성이 큰 상황""이라면서 ""지자체, 소방본부, 군부대, 경찰 등 관계기관과 긴밀한 협조체계를 유지하고 가용자원을 총동원해 산불을 진화하겠다""고 말했다.","이용권 산림재난통제관 ""전국 산불 동시다발 발생하고 있고, 강한 바람 작은 부주의 대형산불 확산할 가능성이 큰 상황""라면서 ""지자체, 소방본부, 군부대, 경찰 등 관계기관 긴밀한 협조체계 유지하고 가용자원 총동원해 산불 진화하겠다"" 말했다.",가용자원
저기압과 고기압 거리가 가까워지면 기압이 높은 곳에서 낮은 곳으로 공기가 흐르게 하는 힘인 '기압경도력'이 강해지면서 바람이 거세집니다.,저기압 고기압 거리가 까워지면 기압 높은 곳 낮은 곳 공기 흐르게 하는 힘인 '기압경도력' 강해지면서 바람 거세집니다.,공기
"이용권 산림재난통제관은 ""전국적으로 고온 건조한 날씨와 강한 바람으로 인해 작은 부주의도 대형 산불로 확산될 위험이 매우 높다""면서 ""지자체, 소방, 군, 경찰, 기상청 등 관계 기관과 협력해 가용 자원을 총동원해 산림과 국민의 생명 재산을 지키겠다""고 밝혔다.","이용권 산림재난통제관 ""전국적 고온 건조한 날씨 강한 바람 인해 작은 부주의 대형 산불 확산될 위험 매우 높다""면서 ""지자체, 소방, 군, 경찰, 기상청 등 관계 기관 협력해 가용 자원 총동원해 산림 국민 생명 재산 지키겠다"" 밝혔다.",가용 자원
군은 23일 산불재난 국가위기경보 '심각' 발령에 따라 울진소방서 등 관계기관과 긴급회의를 열고 산불 원인을 미연에 방지하는 시스템을 구축하고 산불 취약지 파악 및 집중점검에 나섰다.,군 23일 산불재난 국가위기경보 '심각' 발령 따라 울진소방서 등 관계기관 긴급회의 열고 산불 원인 미연 방지하는 시스템 구축하고 산불 취약지 파악 및 집중점검 나섰다.,시스템
"손병복 울진군수는 ""우리군의 지원이 피해복구에 조금이나마 힘이 되길 바라고, 조속한 시일 내에 산불이 진화될 수 있도록 가용자원을 최대한 지원하겠다""고 말했다.","손병복 울진군수 ""우리군 지원 피해복구 조금 힘 되길 바라고, 조속한 시일 내 산불 진화될 수 있도록 가용자원 최대한 지원하겠다"" 말했다.",가용자원
"초속 15m 돌풍 악천후, 산불 진화 어려움 안동 주민들도 대피, 고속도로 일부 구간 통제 경북 의성군에서 발생한 산불이 안동시 길안면에 이어 풍천면 세계문화유산 안동하회마을 10km 앞까지 확산되고 있다.","초속 15m 돌풍 악천후, 산불 진화 어려움 안동 주민들도 대피, 고속 일부 구간 통제 경북 성군 발생한 산불 안동시 길안면 이어 풍천면 세계문화유산 안동하회마을 10km 앞 확산되고 있다.",악천후
화재 영향을 받은 LPG 용기 등은 공급자가 회수해 관리하도록 모니터링을 이어나간다.,화재 영향 받은 LPG 용기 등 공급자 회수해 관리하도록 모니터링 이어나간다.,모니터링
"이용권 산림재난통제관은 ""고온 건조한 날씨로 전국에서 산불이 동시다발로 발생하고 있고, 강한 바람으로 작은 부주의가 대형산불로 확산할 가능성이 큰 상황""이라며 ""지방자치단체,소방본부, 군부대, 경찰 등 관계기관과 긴밀한 협조체계를 유지하고 가용자원을 총동원해 산불을 진화하겠다""고 말했다.","이용권 산림재난통제관 ""온 건조한 날씨 전국 산불 동시다발 발생하고 있고, 강한 바람 작은 부주의 대형산불 확산할 가능성이 큰 상황""라며 ""지방자치단체,소방본부, 군부대, 경찰 등 관계기관 긴밀한 협조체계 유지하고 가용자원 총동원해 산불 진화하겠다"" 말했다.",가용자원
"산림청은 ""강풍, 고온, 건조한 공기까지 3가지 악재가 겹치면서 불은 꺼졌다 다시 붙기를 반복하고 있다""며 ""진화 장비가 부족하고 진화대원들도 피로도가 높아지고 있는 상황""이라고 밝혔다.","산림청 ""강풍, 고온, 건조한 공기 3가지 악재 겹치면서 불 꺼졌다 다시 붙기 반복하고 있다""며 ""진화 장비 부족하고 진화대원들도 피로 높아지고 있는 상황"" 밝혔다.",공기
이번에는 재난방송 스튜디오 연결해서 조금 전 연결했던 세 곳의 산불 상황을 지도를 통해 살펴보겠습니다.,이번 재난방송 스튜디오 연결해서 조금 전 연결했던 세 곳 산불 상황 지도 통해 살펴보겠습니다.,스튜디오
지금까지 재난방송 스튜디오에서 전해드렸습니다.,지금 재난방송 스튜디오 전해드렸습니다.,스튜디오
취항식 연기  야간 악천후 속에서도 신속 대응 경북소방본부가 새롭게 도입한 다목적 소방헬기 '나래온'이 첫 임무로 의성군 산불 진화에 투입됐다.,취항식 연기  야간 악천후 속 신속 대응 경북소방본부 새롭게 도입한 다목적 소방헬기 '나래온' 첫 임무 의성군 산불 진화 투입됐다.,악천후
이 지사는 국가지정문화유산인 만휴정을 찾아 방화선 구축과 방염포 배치 등 특단의 대책 마련도 당부했다.,이 지사 국가지정문화유산인 만휴정 찾아 방화선 구축 방염포 배치 등 특단 대책 마련 당부했다.,방화선
카카오의 참여형 기부 플랫폼 '카카오같이가치'에도 모금액이 쌓이고 있다.,카카오 참여형 기부 플랫폼 '카카오가치' 모금액이 쌓고 있다.,플랫폼
또 이장 통장을 중심으로 산불 예방 홍보 협조를 요청하고 마을 방송 시스템을 활용한 방송 송출을 병행해 주민 경각심을 높이고 있다.,또 이장 통장 중심 산불 예방 홍보 협조 요청하고 마을 방송 시스템 활용한 방송 송출 병행해 주민 경각심 높이고 있다.,시스템
"요양원에서 체육관으로 대피한 고령 환자를 돌보는 한 복지사는 ""공기가 좋지 않은데 어르신들이 외부에 오래 있어서 걱정""이라며 ""내일이라도 시설로 돌아갈 수 있게 청소하고 있다""고 말했다.","요양원 체육관 대피한 고령 환자 돌보는 한 복지사는 ""공기 좋지 않은데 어르신들 외부 오래 있어서 걱정""이라며 ""내일이라도 시설 돌아갈 수 있게 청소하고 있다"" 말했다.",공기
"이 도지사는 방화선 구축, 방염포 배치 등 특단의 대책을 통해 문화재를 사수해 줄 것을 당부했다.","이 도지사 방화선 구축, 방염포 배치 등 특단 대책 통해 문화재 사수해 줄 것 당부했다.",방화선
경북 의성군 산불 발생 나흘째인 25일 의성군 안계면 안정리에서 칠곡군 산불전문예방진화대원들이 방화선 구축 작업을 하고 있다.,경북 성군 산불 발생 나흘째인 25일 성군 안계면 안정리 칠곡군 산불전문예방진화대원들 방화선 구축 작업 하고 있다.,방화선
경북 의성군 산불 발생 나흘째인 25일 의성군 안계면 안정리에서 칠곡군 산불전문예방진화대원들이 방화선 구축 작업을 하고 있다.,경북 성군 산불 발생 나흘째인 25일 성군 안계면 안정리 칠곡군 산불전문예방진화대원들 방화선 구축 작업 하고 있다.,방화선
경북 의성군 산불 발생 나흘째인 25일 의성군 안계면 안정리에서 칠곡군 산불전문예방진화대원들이 방화선 구축 작업을 하고 있다.,경북 성군 산불 발생 나흘째인 25일 성군 안계면 안정리 칠곡군 산불전문예방진화대원들 방화선 구축 작업 하고 있다.,방화선
경북 의성군 산불 발생 나흘째인 25일 의성군 안계면 안정리에서 칠곡군 산불전문예방진화대원들이 방화선 구축 작업을 하고 있다.,경북 성군 산불 발생 나흘째인 25일 성군 안계면 안정리 칠곡군 산불전문예방진화대원들 방화선 구축 작업 하고 있다.,방화선
경북 의성군 산불 발생 나흘째인 25일 의성군 안계면 안정리에서 칠곡군 산불전문예방진화대원들이 방화선 구축 작업을 하고 있다.,경북 성군 산불 발생 나흘째인 25일 성군 안계면 안정리 칠곡군 산불전문예방진화대원들 방화선 구축 작업 하고 있다.,방화선
경북 의성군 산불 발생 나흘째인 25일 의성군 안계면 안정리에서 칠곡군 산불전문예방진화대원들이 방화선 구축 작업을 하고 있다.,경북 성군 산불 발생 나흘째인 25일 성군 안계면 안정리 칠곡군 산불전문예방진화대원들 방화선 구축 작업 하고 있다.,방화선
경북 의성군 산불 발생 나흘째인 25일 의성군 안계면 안정리에서 칠곡군 산불전문예방진화대원과 소방대원이 방화선 구축 작업을 하고 있다.,경북 성군 산불 발생 나흘째인 25일 성군 안계면 안정리 칠곡군 산불전문예방진화대원 소방대원 방화선 구축 작업 하고 있다.,방화선
화재 영향을 받은 LPG용기 등은 공급자가 회수해 관리하도록 지속해서 모니터링 할 계획이다.,화재 영향 받은 LPG용기 등 공급자 회수해 관리하도록 지속해서 모니터링 할 계획이다.,모니터링
"과학원은 ""미세먼지와 황사가 잔류해 대부분 지역 미세먼지 농도가 높다가 오후부터 공기가 위아래로 원활히 확산하면서 옅어지겠다""고 밝혔다.","과학원은 ""미세먼지 황사가 잔류해 대부분 지역 미세먼지 농도 높다 오후 공기 위아래 원활히 확산하면서 옅어지겠다"" 밝혔다.",공기
"손병복 울진군수는 ""우리의 지원이 피해복구에 조금이나마 힘이 되길 바라고, 조속한 시일 내에 산불이 진화될 수 있도록 가용자원을 최대한 지원하겠다""고 말했다.","손병복 울진군수 ""우리 지원 피해복구 조금 힘 되길 바라고, 조속한 시일 내 산불 진화될 수 있도록 가용자원 최대한 지원하겠다"" 말했다.",가용자원
이어 국가지정문화유산인 만휴정을 찾아 산불로 위협받을 가능성이 높은 만큼 방화선을 구축하고 방염포를 배치하는 등 특단의 대책을 마련해 반드시 보호할 것을 당부했다.,이어 국가지정문화유산인 만휴정 찾아 산불 위협받을 가능성 높은 만큼 방화선 구축하고 방염포 배치하는 등 특단 대책 마련해 반드시 보호할 것 당부했다.,방화선
"미국의 대표적인 기후변화 싱크탱크 C2ES는 ""연평균 기온이 1도만 상승해도 연간 평균 산불 피해 면적이 최대 600% 증가할 수 있다""고 경고한 바 있습니다.","미국 대표적인 기후변화 싱크탱크 C2ES ""연평균 기온 1도 상승해도 연간 평균 산불 피해 면적 최대 600% 증가할 수 있다""고 경한 바 있습니다.",싱크탱크
이번 조치는 글로벌 기후금융 시장에서 미국이 위축된 틈을 타 중국이 외교적 금융적 영향력을 확대하려는 전략으로 풀이됩니다.,이번 조치 글로벌 기후금융 시장 미국 위축된 틈 타 중국 외교적 금융적 영향력 확대하려는 전략 풀이됩니다.,글로벌
"JP모간 자산운용, 넷제로 연합 탈퇴 JP모간체이스 산하 자산운용사인 JP모간 자산운용이 글로벌 기후 연합인 '넷제로 자산운용사 이니셔티브(NZAM)'에서 탈퇴했다고 21일 로이터가 보도했습니다.","JP모간 자산운용, 넷제로 연합 탈퇴 JP모간체이스 산하 자산운용사인 JP모간 자산운용이 글로벌 기후 연합인 '넷제로 자산운용사 니셔티브(NZAM)' 탈퇴했다고 21일 로이터 보도했습니다.",글로벌
"고 본부장은 ""장기화하는 대형산불을 최대한 신속하게 진화하고, 피해를 최소화하기 위해 정부는 중앙재난안전대책본부를 중심으로 범정부 차원에서 총력 대응하고 있다""며 ""오늘은 헬기 110대, 인력 6700여 명 등 가용자원을 총동원해 산불 진화에 집중하고 산불이 민가로 확산하지 않도록 최선을 다하겠다""고 강조했다.","고 본부장 ""장기화하는 대형산불 최대한 신속하게 진화하고, 피해 최소화하기 위해 정부 중앙재난안전대책본부 중심 범정부 차원 총력 대응하고 있다""며 ""오늘 헬기 110대, 인력 6700여 명 등 가용자원 총동원해 산불 진화 집중하고 산불 민가 확산하지 않도록 최선 다하겠다"" 강조했다.",가용자원
"안동시는 이날 브리핑을 통해 ""새벽까지 진화 인력 880명을 투입해 잔불 정리와 방화선 구축을 완료했다""며 ""현재는 인력 1천79명, 소방차 70대, 진화차와 등짐펌프 등을 포함한 1천80대 장비를 투입해 대응 중""이라고 밝혔다.","안동시 이날 브리핑 통해 ""새벽 진화 인력 880명 투입해 잔불 정리 방화선 구축 완료했다""며 ""현재 인력 1천79명, 소방차 70대, 진화차 등짐펌프 등 포함한 1천80대 장비 투입해 대응 중"" 밝혔다.",방화선
"황학산 일대는 연기가 짙어 접근조차 어려우며, 두음산과 갈현마을 등지에는 산림 당국이 진입해 방화선 구축 작업을 진행 중이다.","황학산 일대 연기 짙어 접근 어려우며, 두음산 갈현마 등지 산림 당국 진입해 방화선 구축 작업 진행 중이다.",방화선
경북 의성 산불이 나흘째 이어지고 있는 25일 경북 의성군 옥산면 일대에서 한 주민이 집으로 넘어오는 불길을 잡기 위해물을 뿌리고 있다.,경북 성 산불이 나흘째 어지고 있는 25일 경북 성군 옥산면 일대 한 주민 집 넘어오는 불길 잡기 위해물 뿌리고 있다.,위해물
"산림당국은 오늘 진화헬기 수를 77대까지 늘리고, 진화 인력 3천8백여 명, 장비 450여 대 등 가용자원을 최대한 투입할 계획입니다.","산림당국 오늘 진화헬기 수 77대 늘리고, 진화 인력 3천8백여 명, 장비 450여 대 등 가용자원 최대한 투입할 계획입니다.",가용자원
이후 화재 영향을 받은 LPG용기 등은 공급자가 회수해 관리하도록 지속해서 모니터링 할 계획이다.,이후 화재 영향 받은 LPG용기 등 공급자 회수해 관리하도록 지속해서 모니터링 할 계획이다.,모니터링
지금까지 재난방송 스튜디오에서 전해드렸습니다.,지금 재난방송 스튜디오 전해드렸습니다.,스튜디오
"한편, 시는 2월 21일 서산소방서와 합동훈련을 통해 산림 내 방화선 구축, 상호 비상 연락 시연, 산불진화차 급수 지원 등을 진행, 산림재난특수진화대원의 산불 대응 능력을 강화했다.","한편, 시 2월 21일 서산소방서 합동훈련 통해 산림 내 방화선 구축, 상호 비상 연락 시연, 산불진화차 급수 지원 등 진행, 산림재난특수진화대원 산불 대응 능력 강화했다.",시연
"한편, 시는 2월 21일 서산소방서와 합동훈련을 통해 산림 내 방화선 구축, 상호 비상 연락 시연, 산불진화차 급수 지원 등을 진행, 산림재난특수진화대원의 산불 대응 능력을 강화했다.","한편, 시 2월 21일 서산소방서 합동훈련 통해 산림 내 방화선 구축, 상호 비상 연락 시연, 산불진화차 급수 지원 등 진행, 산림재난특수진화대원 산불 대응 능력 강화했다.",방화선
"아울러 악사손보는 임직원을 대상으로 사내 모금 캠페인을 진행하고, 모금액에 회사의 매칭펀드를 더해 2차 기부를 진행할 예정이다.","아울러 악사손보는 임직원 대상 사내 모금 캠페인 진행하고, 모금액 회사 매칭펀드 더해 2차 기부 진행할 예정이다.",매칭펀드
산불 확산을 막고자 방화선 구축에 나선 안동시 공무원들과 소방 인력들은 한 치 앞도 보기 힘든 연기 속에서 사투를 벌였다.,산불 확산 막고자 방화선 구축 나선 안동시 공무원들 소방 인력들 한 치 앞 보기 힘든 연기 속 사투 벌였다.,방화선
현장에서는 산불 확산을 저지하고자 방화선 구축이 핵심 과제로 떠올랐다.,현장 산불 확산 저지하고자 방화선 구축 핵심 과제 떠올랐다.,방화선
"""주민은 선제적으로 대피시켜 인명 피해 없도록 하고, 문화유산 지키는데 가용자원 총동원해 문화유산 반드시 지켜라!""","""주민 선제적 대피시켜 인명 피해 없도록 하고, 문화유산 지키는데 가용자원 총동원해 문화유산 반드시 지켜라!""",가용자원
이어 국가지정문화유산인 만휴정을 찾아 산불로 위협 받을 가능성이 높은 만큼 방화선을 구축하고 방염포를 배치하는 등 특단의 대책을 마련해 반드시 보호할 것을 당부했다.,이어 국가지정문화유산인 만휴정 찾아 산불 위협 받을 가능성 높은 만큼 방화선 구축하고 방염포 배치하는 등 특단 대책 마련해 반드시 보호할 것 당부했다.,방화선
"신세계그룹 CJ그룹 농심 서울우유협동조합 국내외 유통 분야에서 매일매일 발생하는 이슈, 너무 빨라 따라잡기 벅차시죠?","신세계그룹 CJ그룹 농심 서울우유협동조합 국내외 유통 분야 매일매일 발생하는 이슈, 너무 빨라 따라잡기 벅차시죠?",이슈
"산불이 자주 발생하는 강원 동해안 6개 시 군에는 진화차량 67대가 배치돼 있는데, 이 중 13대는 내구연한 10년을 초과한 노후 차량이다.","산불 자주 발생하는 강원 동해안 6개 시 군 진화차량 67대 배치돼 있는데, 이 중 13대 내구연한 10년 초과한 노후 차량이다.",내구연한
"경북도 관계자는 ""민 관 군 등 모든 가용자원을 총동원해 주불 진화에 총력을 기울이고 있다""고 말했다．","경북 관계자 ""민 관 군 등 모든 가용자원 총동원해 주불 진화 총력 기울이고 있다"" 말했다．",가용자원
오프닝에서도 말씀드렸지만 그야말로 산불로 대한민국이 타들어갔습니다.,오프닝 말씀드렸지만 그야말로 산불 대한민국 타들어갔습니다.,오프닝
반면에 사실 미국이나 호주는 정규직 형태의 전문 진화 인력으로 운영이 되고 최첨단 장비나 야간 진화헬기나 방화선 등을 통해서 대응의 효율성을 높이고 있습니다.,반면 사실 미국 호주 정규직 형태 전문 진화 인력 운영 되고 최첨단 장비 야간 진화헬기 방화선 등 통해서 대응 효율성 높이고 있습니다.,방화선
현재 산불 대응 전략이 화재 발생 진화에 초점이 맞춰져 있지만 미국이나 호주에서처럼 산불 발생 위험이 지역에 방화선을 조성하고 산불 위험 지도를 작성해서 데이터를 선제적으로 관리하는 전략들이 필요합니다.  ,현재 산불 대응 전략 화재 발생 진화 초점 맞춰져 있지만 미국 호주 산불 발생 위험 지역 방화선 조성하고 산불 위험 지도 작성해서 데이터 선제적 관리하는 전략들 필요합니다.  ,방화선
"기후변화로 인한 산불위험 증가에 대응하기 위해서 기상청이나 산림청, 지자체 간 협력 체계도 강화시켜줘야 하고 산불 발생 위험에 대한 상시 모니터링 시스템도 만들어줘야 됩니다.  ","기후변화 인한 산불위험 증가 대응하기 위해서 기상청 산림청, 지자체 간 협력 체계 강화시켜줘야 하고 산불 발생 위험 대한 상시 모니터링 시스템 만들어줘야 됩니다.  ",모니터링
"기후변화로 인한 산불위험 증가에 대응하기 위해서 기상청이나 산림청, 지자체 간 협력 체계도 강화시켜줘야 하고 산불 발생 위험에 대한 상시 모니터링 시스템도 만들어줘야 됩니다.  ","기후변화 인한 산불위험 증가 대응하기 위해서 기상청 산림청, 지자체 간 협력 체계 강화시켜줘야 하고 산불 발생 위험 대한 상시 모니터링 시스템 만들어줘야 됩니다.  ",시스템
